source,target,source_group,target_group,x1,y1,x2,y2
0,1,3,3,1.1313637053958434,-0.7340186381259328,0.7991147646590095,-0.532920087400788
0,2,3,3,1.1313637053958434,-0.7340186381259328,1.0889857425443825,-0.3220517885058844
0,98,3,10,1.1313637053958434,-0.7340186381259328,-0.9584113096144025,-1.051027030323388
0,14,3,3,1.1313637053958434,-0.7340186381259328,1.6362820123844655,-1.0103861065533888
1,2,3,3,0.7991147646590095,-0.532920087400788,1.0889857425443825,-0.3220517885058844
1,99,3,10,0.7991147646590095,-0.532920087400788,-2.242501271505138,-0.9090356631074434
1,52,3,1,0.7991147646590095,-0.532920087400788,0.7609046296458145,-1.4581958962376431
2,3,3,3,1.0889857425443825,-0.3220517885058844,1.3941088438697038,-0.0378232663467164
2,4,3,3,1.0889857425443825,-0.3220517885058844,1.4466458336671975,-0.24511728628895102
3,4,3,3,1.3941088438697038,-0.0378232663467164,1.4466458336671975,-0.24511728628895102
3,5,3,3,1.3941088438697038,-0.0378232663467164,1.801456909903893,-0.25987841229102093
3,73,3,1,1.3941088438697038,-0.0378232663467164,-0.8300433744133525,-1.8713453044260946
4,5,3,3,1.4466458336671975,-0.24511728628895102,1.801456909903893,-0.25987841229102093
4,6,3,3,1.4466458336671975,-0.24511728628895102,1.6188406031307354,-0.5568579939247562
5,6,3,3,1.801456909903893,-0.25987841229102093,1.6188406031307354,-0.5568579939247562
5,7,3,3,1.801456909903893,-0.25987841229102093,2.2992674098975625,-0.5474370828770637
6,78,3,7,1.6188406031307354,-0.5568579939247562,-1.0712906112205793,1.4427218889764823
6,31,3,5,1.6188406031307354,-0.5568579939247562,1.2502639826670794,0.7016944233324383
6,14,3,3,1.6188406031307354,-0.5568579939247562,1.6362820123844655,-1.0103861065533888
7,8,3,3,2.2992674098975625,-0.5474370828770637,2.610938785739039,-0.8607213563556659
7,9,3,3,2.2992674098975625,-0.5474370828770637,2.389196020150294,-0.9481481683817431
8,9,3,3,2.610938785739039,-0.8607213563556659,2.389196020150294,-0.9481481683817431
8,10,3,3,2.610938785739039,-0.8607213563556659,2.4368566570456833,-1.2567174618217272
8,25,3,4,2.610938785739039,-0.8607213563556659,2.6719573222683652,0.2543042449455901
9,10,3,3,2.389196020150294,-0.9481481683817431,2.4368566570456833,-1.2567174618217272
9,13,3,3,2.389196020150294,-0.9481481683817431,2.0645669314637303,-1.193380623218634
10,11,3,3,2.4368566570456833,-1.2567174618217272,2.2598250388623238,-1.523630657009232
10,12,3,3,2.4368566570456833,-1.2567174618217272,2.0092722111712797,-1.3721175413789393
11,12,3,3,2.2598250388623238,-1.523630657009232,2.0092722111712797,-1.3721175413789393
11,13,3,3,2.2598250388623238,-1.523630657009232,2.0645669314637303,-1.193380623218634
12,13,3,3,2.0092722111712797,-1.3721175413789393,2.0645669314637303,-1.193380623218634
12,14,3,3,2.0092722111712797,-1.3721175413789393,1.6362820123844655,-1.0103861065533888
12,38,3,9,2.0092722111712797,-1.3721175413789393,-1.585734652035734,0.0040894599993396286
13,14,3,3,2.0645669314637303,-1.193380623218634,1.6362820123844655,-1.0103861065533888
13,15,3,5,2.0645669314637303,-1.193380623218634,0.24745271051858087,1.5971244298120315
14,16,3,4,1.6362820123844655,-1.0103861065533888,1.8964834138343254,1.0770313101899234
14,20,3,4,1.6362820123844655,-1.0103861065533888,1.5529696799237,0.3115157041776938
15,17,5,4,0.24745271051858087,1.5971244298120315,0.8664106002492027,0.5735309320352993
15,65,5,8,0.24745271051858087,1.5971244298120315,-1.3862760492454667,0.415478593016095
15,35,5,5,0.24745271051858087,1.5971244298120315,0.8479746241829922,1.9473829644609049
15,33,5,5,0.24745271051858087,1.5971244298120315,0.6094768409850627,0.9987580213272363
16,21,4,4,1.8964834138343254,1.0770313101899234,1.8332026263115246,0.6484999561852449
16,89,4,6,1.8964834138343254,1.0770313101899234,0.5787474589709578,1.206357925550515
16,51,4,1,1.8964834138343254,1.0770313101899234,0.8687071948617219,-1.270729138631796
17,18,4,4,0.8664106002492027,0.5735309320352993,0.9186709190958844,0.8094832070307451
17,19,4,4,0.8664106002492027,0.5735309320352993,1.285404618471216,0.6088390542822508
18,19,4,4,0.9186709190958844,0.8094832070307451,1.285404618471216,0.6088390542822508
18,73,4,1,0.9186709190958844,0.8094832070307451,-0.8300433744133525,-1.8713453044260946
19,20,4,4,1.285404618471216,0.6088390542822508,1.5529696799237,0.3115157041776938
19,21,4,4,1.285404618471216,0.6088390542822508,1.8332026263115246,0.6484999561852449
20,22,4,4,1.5529696799237,0.3115157041776938,1.9973146422238228,0.30171346812511823
21,22,4,4,1.8332026263115246,0.6484999561852449,1.9973146422238228,0.30171346812511823
21,23,4,4,1.8332026263115246,0.6484999561852449,2.2734514362264964,0.4127461991801521
22,23,4,4,1.9973146422238228,0.30171346812511823,2.2734514362264964,0.4127461991801521
22,24,4,4,1.9973146422238228,0.30171346812511823,2.433024019892164,0.13568137506482997
23,24,4,4,2.2734514362264964,0.4127461991801521,2.433024019892164,0.13568137506482997
23,25,4,4,2.2734514362264964,0.4127461991801521,2.6719573222683652,0.2543042449455901
24,25,4,4,2.433024019892164,0.13568137506482997,2.6719573222683652,0.2543042449455901
24,26,4,4,2.433024019892164,0.13568137506482997,2.801627324244527,-0.015668779233757868
25,26,4,4,2.6719573222683652,0.2543042449455901,2.801627324244527,-0.015668779233757868
26,32,4,5,2.801627324244527,-0.015668779233757868,1.0736096224205867,1.1317551037024867
26,99,4,10,2.801627324244527,-0.015668779233757868,-2.242501271505138,-0.9090356631074434
27,28,5,5,2.2415149880066356,2.2575857350236506,1.672903559601508,1.958802125657257
27,29,5,5,2.2415149880066356,2.2575857350236506,2.1454643956856794,1.7680607160767297
