source,target,source_group,target_group,x1,y1,x2,y2
0,1,11,11,1.0,0.49416863618906515,1.1637777531757898,0.3007455227807867
0,399,11,1,1.0,0.49416863618906515,-2.54878150519398,-0.017784990454252747
0,144,11,15,1.0,0.49416863618906515,1.080224805422282,0.8236089269008307
1,2,11,11,1.1637777531757898,0.3007455227807867,1.2830883981544345,0.10569257804328167
1,3,11,11,1.1637777531757898,0.3007455227807867,1.4065864416814642,0.17684639287985346
2,3,11,11,1.2830883981544345,0.10569257804328167,1.4065864416814642,0.17684639287985346
2,4,11,11,1.2830883981544345,0.10569257804328167,1.5499282620362977,-0.025976066977460188
3,4,11,11,1.4065864416814642,0.17684639287985346,1.5499282620362977,-0.025976066977460188
3,5,11,11,1.4065864416814642,0.17684639287985346,1.6709784767958311,0.14462018611721159
4,5,11,11,1.5499282620362977,-0.025976066977460188,1.6709784767958311,0.14462018611721159
4,6,11,11,1.5499282620362977,-0.025976066977460188,1.8601026825172717,-0.26627224418663087
5,7,11,11,1.6709784767958311,0.14462018611721159,1.9899306855492842,0.10116742221764233
5,348,11,12,1.6709784767958311,0.14462018611721159,2.065141194141384,-0.4560280252764941
6,8,11,11,1.8601026825172717,-0.26627224418663087,2.1038376222573176,-0.08682727280837392
6,17,11,11,1.8601026825172717,-0.26627224418663087,2.0752584757936177,-0.5688317852897389
7,8,11,11,1.9899306855492842,0.10116742221764233,2.1038376222573176,-0.08682727280837392
7,9,11,11,1.9899306855492842,0.10116742221764233,2.2761646955155195,0.01827267258097362
8,9,11,11,2.1038376222573176,-0.08682727280837392,2.2761646955155195,0.01827267258097362
8,10,11,11,2.1038376222573176,-0.08682727280837392,2.3807711975426353,-0.11745019852475498
9,10,11,11,2.2761646955155195,0.01827267258097362,2.3807711975426353,-0.11745019852475498
9,11,11,11,2.2761646955155195,0.01827267258097362,2.5495556557348795,-0.11689448502433644
9,287,11,2,2.2761646955155195,0.01827267258097362,-1.1463474235034543,-0.8316427516020907
10,11,11,11,2.3807711975426353,-0.11745019852475498,2.5495556557348795,-0.11689448502433644
10,12,11,11,2.3807711975426353,-0.11745019852475498,2.5788610305779116,-0.2916929413075147
10,153,11,17,2.3807711975426353,-0.11745019852475498,-0.5846446823247039,0.5945347246526236
11,12,11,11,2.5495556557348795,-0.11689448502433644,2.5788610305779116,-0.2916929413075147
11,13,11,11,2.5495556557348795,-0.11689448502433644,2.7169874971048324,-0.32610293928247014
12,13,11,11,2.5788610305779116,-0.2916929413075147,2.7169874971048324,-0.32610293928247014
12,14,11,11,2.5788610305779116,-0.2916929413075147,2.5955069084626796,-0.5384586734044065
13,14,11,11,2.7169874971048324,-0.32610293928247014,2.5955069084626796,-0.5384586734044065
13,126,11,20,2.7169874971048324,-0.32610293928247014,-1.0494292964444378,-0.7772266641100537
14,16,11,11,2.5955069084626796,-0.5384586734044065,2.3658251332966063,-0.7464031627236754
14,354,11,12,2.5955069084626796,-0.5384586734044065,1.8375684689053227,0.26429792242864153
15,16,11,11,2.4328390838036276,-1.0059987909415415,2.3658251332966063,-0.7464031627236754
15,266,11,2,2.4328390838036276,-1.0059987909415415,-1.7405776199182657,-1.5091294515297276
16,17,11,11,2.3658251332966063,-0.7464031627236754,2.0752584757936177,-0.5688317852897389
16,18,11,3,2.3658251332966063,-0.7464031627236754,-2.1136342863031685,-1.2618075735461194
16,125,11,19,2.3658251332966063,-0.7464031627236754,-1.503205255584071,-0.1745754125201755
17,259,11,2,2.0752584757936177,-0.5688317852897389,-2.560651200770216,-0.7170738273144626
17,33,11,3,2.0752584757936177,-0.5688317852897389,-1.5384780882773579,-1.9505491604945795
18,19,3,3,-2.1136342863031685,-1.2618075735461194,-2.027127474060974,-1.2161577524920735
18,20,3,3,-2.1136342863031685,-1.2618075735461194,-1.9552889766112882,-1.2961383411853944
18,48,3,1,-2.1136342863031685,-1.2618075735461194,-1.8479344181686037,-0.29703931229753916
19,20,3,3,-2.027127474060974,-1.2161577524920735,-1.9552889766112882,-1.2961383411853944
19,21,3,3,-2.027127474060974,-1.2161577524920735,-1.872639623064048,-1.232331628786527
20,21,3,3,-1.9552889766112882,-1.2961383411853944,-1.872639623064048,-1.232331628786527
20,22,3,3,-1.9552889766112882,-1.2961383411853944,-1.7516141709297552,-1.3720646956298352
20,226,3,8,-1.9552889766112882,-1.2961383411853944,0.11553864624056909,-0.8776890058887731
20,243,3,7,-1.9552889766112882,-1.2961383411853944,1.2021594306624552,-0.4571339416871225
21,23,3,3,-1.872639623064048,-1.232331628786527,-1.6606313356201887,-1.267609434305046
21,118,3,20,-1.872639623064048,-1.232331628786527,-2.1783570770829295,0.8444249440692887
22,23,3,3,-1.7516141709297552,-1.3720646956298352,-1.6606313356201887,-1.267609434305046
22,303,3,9,-1.7516141709297552,-1.3720646956298352,1.8947493486983236,-0.42660340980462075
22,28,3,3,-1.7516141709297552,-1.3720646956298352,-1.5386335282521586,-1.4679811843556936
23,24,3,3,-1.6606313356201887,-1.267609434305046,-1.46959175582532,-1.197281145057636
23,25,3,3,-1.6606313356201887,-1.267609434305046,-1.4890137019358205,-1.3513005020777464
24,25,3,3,-1.46959175582532,-1.197281145057636,-1.4890137019358205,-1.3513005020777464
24,26,3,3,-1.46959175582532,-1.197281145057636,-1.4390234483189994,-1.28104782308182
24,371,3,8,-1.46959175582532,-1.197281145057636,1.7436118571581458,-0.8991458360342133
24,376,3,3,-1.46959175582532,-1.197281145057636,-1.318402879754451,-1.1069358691190285
24,155,3,17,-1.46959175582532,-1.197281145057636,-0.29779622507821013,1.0304367420983886
25,26,3,3,-1.4890137019358205,-1.3513005020777464,-1.4390234483189994,-1.28104782308182
25,27,3,3,-1.4890137019358205,-1.3513005020777464,-1.3901608295378332,-1.5324769050816922
26,28,3,3,-1.4390234483189994,-1.28104782308182,-1.5386335282521586,-1.4679811843556936
26,372,3,3,-1.4390234483189994,-1.28104782308182,-1.402675938771588,-1.0550188578789812
27,28,3,3,-1.3901608295378332,-1.5324769050816922,-1.5386335282521586,-1.4679811843556936
27,29,3,3,-1.3901608295378332,-1.5324769050816922,-1.4625015659110578,-1.6638746714297372
27,193,3,3,-1.3901608295378332,-1.5324769050816922,-1.228575654419238,-1.6148741594476665
28,29,3,3,-1.5386335282521586,-1.4679811843556936,-1.4625015659110578,-1.6638746714297372
28,326,3,10,-1.5386335282521586,-1.4679811843556936,0.9383927546443943,0.20864985981266093
29,30,3,3,-1.4625015659110578,-1.6638746714297372,-1.4263283524991752,-1.8347710052254569
29,31,3,3,-1.4625015659110578,-1.6638746714297372,-1.4861138545391996,-1.7767217224357272
30,31,3,3,-1.4263283524991752,-1.8347710052254569,-1.4861138545391996,-1.7767217224357272
30,32,3,3,-1.4263283524991752,-1.8347710052254569,-1.4575990309535571,-1.9341919713345257
31,32,3,3,-1.4861138545391996,-1.7767217224357272,-1.4575990309535571,-1.9341919713345257
31,33,3,3,-1.4861138545391996,-1.7767217224357272,-1.5384780882773579,-1.9505491604945795
31,374,3,3,-1.4861138545391996,-1.7767217224357272,-1.4627200837572407,-1.5184545097000786
32,33,3,3,-1.4575990309535571,-1.9341919713345257,-1.5384780882773579,-1.9505491604945795
32,284,3,2,-1.4575990309535571,-1.9341919713345257,-1.124481907000739,-0.18662110421710632
33,34,3,13,-1.5384780882773579,-1.9505491604945795,0.9285463958922239,0.7408333974728356
33,95,3,1,-1.5384780882773579,-1.9505491604945795,-1.302789377273959,-0.02005472836934108
34,35,13,13,0.9285463958922239,0.7408333974728356,0.6926210927049732,0.7228285204099196
34,234,13,13,0.9285463958922239,0.7408333974728356,1.2476094939253213,0.7693164335372897
35,37,13,1,0.6926210927049732,0.7228285204099196,-2.2972432975646746,-1.1738511466411252
35,346,13,12,0.6926210927049732,0.7228285204099196,2.1476575945237255,-0.6394371532710887
36,339,8,10,-0.10398002944057372,-0.214354321223376,2.1888878377789207,-1.1886501819849213
36,149,8,8,-0.10398002944057372,-0.214354321223376,0.11715525616978861,-0.32558044554139676
37,38,1,1,-2.2972432975646746,-1.1738511466411252,-2.3100013771343875,-1.0676715304866933
37,39,1,1,-2.2972432975646746,-1.1738511466411252,-2.2134825186319156,-1.0285510408899188
37,211,1,7,-2.2972432975646746,-1.1738511466411252,-0.02642144379317879,-0.2771180302357672
37,365,1,1,-2.2972432975646746,-1.1738511466411252,-2.3483858770875807,-1.3044119195084471
38,40,1,1,-2.3100013771343875,-1.0676715304866933,-2.2314119906387377,-0.9279666526146626
38,297,1,9,-2.3100013771343875,-1.0676715304866933,0.9200523037101143,-0.1616847644900411
39,41,1,1,-2.2134825186319156,-1.0285510408899188,-2.1517549879537743,-0.8920207501196638
39,279,1,2,-2.2134825186319156,-1.0285510408899188,-1.7644300110746476,-0.2043750793991974
40,41,1,1,-2.2314119906387377,-0.9279666526146626,-2.1517549879537743,-0.8920207501196638
40,42,1,1,-2.2314119906387377,-0.9279666526146626,-2.1271686287352,-0.7838213279576018
40,168,1,18,-2.2314119906387377,-0.9279666526146626,-1.1413102591037518,1.1973861263826802
41,42,1,1,-2.1517549879537743,-0.8920207501196638,-2.1271686287352,-0.7838213279576018
41,43,1,1,-2.1517549879537743,-0.8920207501196638,-2.0707324013301314,-0.7552413743021664
42,43,1,1,-2.1271686287352,-0.7838213279576018,-2.0707324013301314,-0.7552413743021664
42,44,1,1,-2.1271686287352,-0.7838213279576018,-2.004633528938241,-0.5933092023092338
43,44,1,1,-2.0707324013301314,-0.7552413743021664,-2.004633528938241,-0.5933092023092338
43,206,1,6,-2.0707324013301314,-0.7552413743021664,-0.06349271226433335,-0.7725798343691739
44,45,1,1,-2.004633528938241,-0.5933092023092338,-1.9239725015122495,-0.3700291453226652
44,46,1,1,-2.004633528938241,-0.5933092023092338,-1.8920788520685266,-0.4472622089611769
44,226,1,8,-2.004633528938241,-0.5933092023092338,0.11553864624056909,-0.8776890058887731
45,46,1,1,-1.9239725015122495,-0.3700291453226652,-1.8920788520685266,-0.4472622089611769
45,47,1,1,-1.9239725015122495,-0.3700291453226652,-1.7843968338297498,-0.3393590679902584
45,247,1,4,-1.9239725015122495,-0.3700291453226652,-1.137971604514293,-0.7414881175189227
45,79,1,16,-1.9239725015122495,-0.3700291453226652,0.23806412449635622,0.9844924794903045
45,99,1,1,-1.9239725015122495,-0.3700291453226652,-1.7038529877206465,-0.26121466568401513
45,133,1,14,-1.9239725015122495,-0.3700291453226652,1.015987678781284,1.7060108985196587
45,395,1,1,-1.9239725015122495,-0.3700291453226652,-2.117151680928522,-0.2176696247221285
46,47,1,1,-1.8920788520685266,-0.4472622089611769,-1.7843968338297498,-0.3393590679902584
46,48,1,1,-1.8920788520685266,-0.4472622089611769,-1.8479344181686037,-0.29703931229753916
47,48,1,1,-1.7843968338297498,-0.3393590679902584,-1.8479344181686037,-0.29703931229753916
47,49,1,1,-1.7843968338297498,-0.3393590679902584,-1.6391126146675246,-0.1794807494590805
48,50,1,1,-1.8479344181686037,-0.29703931229753916,-1.8104987940207047,-0.12293610869178956
49,50,1,1,-1.6391126146675246,-0.1794807494590805,-1.8104987940207047,-0.12293610869178956
49,94,1,1,-1.6391126146675246,-0.1794807494590805,-1.4306373925366425,-0.0566753942875724
50,51,1,1,-1.8104987940207047,-0.12293610869178956,-1.8099249133113116,0.006012042431791376
50,52,1,1,-1.8104987940207047,-0.12293610869178956,-1.9366933660862418,-0.0022988582724707274
50,314,1,19,-1.8104987940207047,-0.12293610869178956,-0.4601499240830943,0.7256333179615578
51,52,1,1,-1.8099249133113116,0.006012042431791376,-1.9366933660862418,-0.0022988582724707274
51,53,1,1,-1.8099249133113116,0.006012042431791376,-1.891270795071181,0.16090186035760135
51,100,1,1,-1.8099249133113116,0.006012042431791376,-1.666989028012885,-0.11379032037413495
52,53,1,1,-1.9366933660862418,-0.0022988582724707274,-1.891270795071181,0.16090186035760135
52,394,1,1,-1.9366933660862418,-0.0022988582724707274,-2.1224982774910504,-0.08137074051952897
53,54,1,1,-1.891270795071181,0.16090186035760135,-1.8752136669596569,0.3037710535736036
53,55,1,1,-1.891270795071181,0.16090186035760135,-1.9399559549988334,0.29923658931953606
54,55,1,1,-1.8752136669596569,0.3037710535736036,-1.9399559549988334,0.29923658931953606
54,258,1,2,-1.8752136669596569,0.3037710535736036,-2.8209278464639085,-0.4034076648957745
54,133,1,14,-1.8752136669596569,0.3037710535736036,1.015987678781284,1.7060108985196587
55,57,1,18,-1.9399559549988334,0.29923658931953606,-0.19583568230638326,0.7310644984055283
55,386,1,7,-1.9399559549988334,0.29923658931953606,-0.2127962136880955,-0.09982250214061533
56,57,18,18,-0.002887292233597183,0.8735533251599782,-0.19583568230638326,0.7310644984055283
56,58,18,18,-0.002887292233597183,0.8735533251599782,-0.30029129420166034,0.9415749240858521
57,58,18,18,-0.19583568230638326,0.7310644984055283,-0.30029129420166034,0.9415749240858521
57,59,18,18,-0.19583568230638326,0.7310644984055283,-0.5032891898218104,0.7227347566995128
57,371,18,8,-0.19583568230638326,0.7310644984055283,1.7436118571581458,-0.8991458360342133
58,60,18,18,-0.30029129420166034,0.9415749240858521,-0.7100557002225605,0.9591993720430296
58,312,18,9,-0.30029129420166034,0.9415749240858521,0.9051238464889503,-1.190529182632277
59,60,18,18,-0.5032891898218104,0.7227347566995128,-0.7100557002225605,0.9591993720430296
59,61,18,18,-0.5032891898218104,0.7227347566995128,-0.7265497118628181,0.6785158725921483
